album,end_date,music,rank,singer,start_date,week_num,year
Teddy Bear,2023.03.18,Teddy Bear,4,STAYC(스테이씨),2023.03.12,11,2023
NewJeans `OMG`,2023.03.25,Ditto,1,NewJeans,2023.03.19,12,2023
사랑하기 싫어,2023.03.11,사랑하기 싫어,8,지아 (Zia),2023.03.05,10,2023
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2023.03.18,사건의 지평선,5,윤하,2023.03.12,11,2023
NewJeans `OMG`,2023.03.25,OMG,2,NewJeans,2023.03.19,12,2023
NewJeans 1st EP `New Jeans`,2023.03.11,Attention,9,NewJeans,2023.03.05,10,2023
부석순 1st Single Album `SECOND WIND`,2023.03.18,파이팅 해야지 (Feat. 이영지),6,부석순 (SEVENTEEN),2023.03.12,11,2023
NewJeans 1st EP `New Jeans`,2023.03.25,Hype boy,3,NewJeans,2023.03.19,12,2023
Kitsch,2023.04.01,Kitsch,1,IVE (아이브),2023.03.26,13,2023
부석순 1st Single Album `SECOND WIND`,2023.03.11,파이팅 해야지 (Feat. 이영지),10,부석순 (SEVENTEEN),2023.03.05,10,2023
WHERE DOES SASQUATCH LIVE? PART 1,2023.03.18,CHRISTIAN,7,Zior Park,2023.03.12,11,2023
NewJeans 1st EP `New Jeans`,2023.03.25,Hype boy,4,NewJeans,2023.03.19,12,2023
NewJeans `OMG`,2023.04.01,Ditto,2,NewJeans,2023.03.26,13,2023
FACE,2023.03.11,Like Crazy,11,지민,2023.03.05,10,2023
Polaroid,2023.03.18,London Boy,8,임영웅,2023.03.12,11,2023
Teddy Bear,2023.03.25,Teddy Bear,5,STAYC(스테이씨),2023.03.19,12,2023
NewJeans `OMG`,2023.04.01,OMG,3,NewJeans,2023.03.26,13,2023
NewJeans 1st EP `New Jeans`,2023.03.11,Attention,12,NewJeans,2023.03.05,10,2023
Polaroid,2023.03.18,Polaroid,9,임영웅,2023.03.12,11,2023
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2023.03.25,사건의 지평선,6,윤하,2023.03.19,12,2023
NewJeans 1st EP `New Jeans`,2023.04.01,Hype boy,4,NewJeans,2023.03.26,13,2023
Kitsch,2023.04.08,Kitsch,1,IVE (아이브),2023.04.02,14,2023
부석순 1st Single Album `SECOND WIND`,2023.03.11,파이팅 해야지 (Feat. 이영지),13,부석순 (SEVENTEEN),2023.03.05,10,2023
Polaroid,2023.03.18,Polaroid,10,임영웅,2023.03.12,11,2023
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2023.03.25,사건의 지평선,7,윤하,2023.03.19,12,2023
NewJeans `OMG`,2023.04.01,OMG,5,NewJeans,2023.03.26,13,2023
ME,2023.04.08,꽃,2,지수 (JISOO),2023.04.02,14,2023
NewJeans 1st EP `New Jeans`,2023.03.11,Attention,14,NewJeans,2023.03.05,10,2023
WHERE DOES SASQUATCH LIVE? PART 1,2023.03.18,CHRISTIAN,11,Zior Park,2023.03.12,11,2023
FACE,2023.03.25,Like Crazy,8,지민,2023.03.19,12,2023
Teddy Bear,2023.04.01,Teddy Bear,6,STAYC(스테이씨),2023.03.26,13,2023
NewJeans `OMG`,2023.04.08,Ditto,3,NewJeans,2023.04.02,14,2023
심(心),2023.03.11,심(心),15,DK,2023.03.05,10,2023
Zero,2023.03.18,Zero,12,NewJeans,2023.03.12,11,2023
Polaroid,2023.03.25,London Boy,9,임영웅,2023.03.19,12,2023
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2023.04.01,사건의 지평선,7,윤하,2023.03.26,13,2023
Kitsch,2023.04.15,Kitsch,1,IVE (아이브),2023.04.09,15,2023
NewJeans `OMG`,2023.04.08,Ditto,4,NewJeans,2023.04.02,14,2023
NewJeans 1st EP `New Jeans`,2023.03.11,Attention,16,NewJeans,2023.03.05,10,2023
WHERE DOES SASQUATCH LIVE? PART 1,2023.03.18,CHRISTIAN,13,Zior Park,2023.03.12,11,2023
Polaroid,2023.03.25,Polaroid,10,임영웅,2023.03.19,12,2023
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2023.04.01,사건의 지평선,8,윤하,2023.03.26,13,2023
I`ve IVE,2023.04.15,I AM,2,IVE (아이브),2023.04.09,15,2023
NewJeans 1st EP `New Jeans`,2023.04.08,Hype boy,5,NewJeans,2023.04.02,14,2023
심(心),2023.03.11,심(心),17,DK,2023.03.05,10,2023
사람 Pt.2,2023.03.18,사람 Pt.2 (feat. 아이유),14,Agust D,2023.03.12,11,2023
FACE,2023.03.25,Like Crazy,11,지민,2023.03.19,12,2023
Polaroid,2023.04.01,London Boy,9,임영웅,2023.03.26,13,2023
ME,2023.04.15,꽃,3,지수 (JISOO),2023.04.09,15,2023
NewJeans `OMG`,2023.04.08,OMG,6,NewJeans,2023.04.02,14,2023
After LIKE,2023.03.11,After LIKE,18,IVE (아이브),2023.03.05,10,2023
부석순 1st Single Album `SECOND WIND`,2023.03.18,파이팅 해야지 (Feat. 이영지),15,부석순 (SEVENTEEN),2023.03.12,11,2023
expergo,2023.03.25,Love Me Like This,12,NMIXX,2023.03.19,12,2023
Polaroid,2023.04.01,Polaroid,10,임영웅,2023.03.26,13,2023
NewJeans `OMG`,2023.04.15,Ditto,4,NewJeans,2023.04.09,15,2023
Teddy Bear,2023.04.08,Teddy Bear,7,STAYC(스테이씨),2023.04.02,14,2023
밤이 무서워요 (Lonely Night),2023.03.11,밤이 무서워요 (Lonely Night),19,주주 시크릿,2023.03.05,10,2023
NewJeans 1st EP `New Jeans`,2023.03.18,Attention,16,NewJeans,2023.03.12,11,2023
WHERE DOES SASQUATCH LIVE? PART 1,2023.03.25,CHRISTIAN,13,Zior Park,2023.03.19,12,2023
FACE,2023.04.01,Like Crazy,11,지민,2023.03.26,13,2023
NewJeans 1st EP `New Jeans`,2023.04.15,Hype boy,5,NewJeans,2023.04.09,15,2023
YOUNHA 6th Album Repackage `END THEORY : Final Edition`,2023.04.08,사건의 지평선,8,윤하,2023.04.02,14,2023
ANTIFRAGILE,2023.03.11,ANTIFRAGILE,20,LE SSERAFIM (르세라핌),2023.03.05,10,2023
심(心),2023.03.18,심(心),17,DK,2023.03.12,11,2023
사람 Pt.2,2023.03.25,사람 Pt.2 (feat. 아이유),14,Agust D,2023.03.19,12,2023
expergo,2023.04.01,Love Me Like This,12,NMIXX,2023.03.26,13,2023
NewJeans `OMG`,2023.04.15,OMG,6,NewJeans,2023.04.09,15,2023
Dynamite,2020.11.07,Dynamite,1,방탄소년단,2020.11.01,45,2020
딩가딩가 (Dingga),2023.04.08,딩가딩가 (Dingga),9,마마무 (Mamamoo),2023.04.02,14,2023
늦은 밤 너의 집 앞 골목길에서,2023.03.11,늦은 밤 너의 집 앞 골목길에서,21,노을,2023.03.05,10,2023
에잇,2023.03.18,에잇 (Prod.&Feat. SUGA of BTS),18,아이유 (IU),2023.03.12,11,2023
with HER,2023.03.25,놓아줘 (with 태연),15,크러쉬 (CRUSH),2023.03.19,12,2023
내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST,2023.04.01,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),13,규현 (KYUHYUN),2023.03.26,13,2023
HERO,2023.04.15,HERO,7,임영웅,2023.04.09,15,2023
THE ALBUM,2020.11.07,Lovesick Girls,2,BLACKPINK,2020.11.01,45,2020
Eyes wide open,2023.04.08,I CAN`T STOP ME,10,TWICE,2023.04.02,14,2023
슬기로운 의사생활 OST Part 3,2023.03.11,아로하,22,조정석,2023.03.05,10,2023
How You Like That,2023.03.18,How You Like That,19,BLACKPINK,2023.03.12,11,2023
멜로가 체질 OST Part 3,2023.03.25,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,16,장범준,2023.03.19,12,2023
NUNA,2023.04.01,눈누난나 (NUNU NANA),14,제시(Jessi),2023.03.26,13,2023
Savage Love (Laxed - Siren Beat) (BTS Remix),2023.04.15,Savage Love (Laxed - Siren Beat) (BTS Remix),8,"Jawsh 685, Jason Derulo, BTS",2023.04.09,15,2023
힘든 건 사랑이 아니다,2020.11.07,힘든 건 사랑이 아니다,3,임창정,2020.11.01,45,2020
오래된 노래,2023.04.08,오래된 노래,11,스탠딩 에그(Standing Egg),2023.04.02,14,2023
항해,2023.03.11,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",23,AKMU (악뮤),2023.03.05,10,2023
NONSTOP,2023.03.18,Dolphin,20,오마이걸 (OH MY GIRL),2023.03.12,11,2023
Mara,2023.03.25,마리아 (Maria),17,화사(Hwa Sa),2023.03.19,12,2023
with HER,2023.04.01,놓아줘 (with 태연),15,크러쉬 (CRUSH),2023.03.26,13,2023
딩가딩가 (Dingga),2023.04.15,딩가딩가 (Dingga),9,마마무 (Mamamoo),2023.04.09,15,2023
DON`T TOUCH ME,2020.11.07,DON`T TOUCH ME,4,환불원정대,2020.11.01,45,2020
When We Disco,2023.04.08,When We Disco (Duet with 선미),12,박진영,2023.04.02,14,2023
Dynamite,2020.10.10,Dynamite,1,방탄소년단,2020.10.04,41,2020
멜로가 체질 OST Part 3,2023.03.11,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,24,장범준,2023.03.05,10,2023
Savage Love (Laxed - Siren Beat) (BTS Remix),2023.03.18,Savage Love (Laxed - Siren Beat) (BTS Remix),21,"Jawsh 685, Jason Derulo, BTS",2023.03.12,11,2023
어떻게 지내,2023.03.25,어떻게 지내,18,오반 (OVAN),2023.03.19,12,2023
NONSTOP,2023.04.01,살짝 설렜어 (Nonstop),16,오마이걸 (OH MY GIRL),2023.03.26,13,2023
NONSTOP,2023.04.15,Dolphin,10,오마이걸 (OH MY GIRL),2023.04.09,15,2023
NUNA,2020.11.07,눈누난나 (NUNU NANA),5,제시(Jessi),2020.11.01,45,2020
슬기로운 의사생활 OST Part 3,2023.04.08,아로하,13,조정석,2023.04.02,14,2023
THE ALBUM,2020.10.10,Lovesick Girls,2,BLACKPINK,2020.10.04,41,2020
Ice Cream (with Selena Gomez),2023.03.11,Ice Cream (with Selena Gomez),25,BLACKPINK,2023.03.05,10,2023
MAP OF THE SOUL : PERSONA,2023.03.18,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),22,방탄소년단,2023.03.12,11,2023
Memories,2023.03.25,Memories,19,Maroon 5,2023.03.19,12,2023
홀로,2023.04.01,홀로,17,이하이,2023.03.26,13,2023
How You Like That,2023.04.15,How You Like That,11,BLACKPINK,2023.04.09,15,2023
오래된 노래,2020.11.07,오래된 노래,6,스탠딩 에그(Standing Egg),2020.11.01,45,2020
Love poem,2023.04.08,Blueming,14,아이유 (IU),2023.04.02,14,2023
취기를 빌려 (취향저격 그녀 X 산들) OST,2020.10.10,취기를 빌려 (취향저격 그녀 X 산들),3,산들,2020.10.04,41,2020
Dance Monkey,2023.03.11,Dance Monkey,26,Tones And I,2023.03.05,10,2023
덤디덤디 (DUMDi DUMDi),2023.03.18,덤디덤디 (DUMDi DUMDi),23,(여자)아이들,2023.03.12,11,2023
항해,2023.03.25,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",20,AKMU (악뮤),2023.03.19,12,2023
어떻게 지내,2023.04.01,어떻게 지내,18,오반 (OVAN),2023.03.26,13,2023
다시 여기 바닷가,2023.04.15,다시 여기 바닷가,12,"싹쓰리 (유두래곤, 린다G, 비룡)",2023.04.09,15,2023
Mara,2020.11.07,마리아 (Maria),7,화사(Hwa Sa),2020.11.01,45,2020
Downtown Baby,2023.04.08,Downtown Baby,15,블루 (BLOO),2023.04.02,14,2023
When We Disco,2020.10.10,When We Disco (Duet with 선미),4,박진영,2020.10.04,41,2020
Not Shy,2023.03.11,Not Shy,27,ITZY (있지),2023.03.05,10,2023
멜로가 체질 OST Part 3,2023.03.18,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,24,장범준,2023.03.12,11,2023
Savage Love (Laxed - Siren Beat) (BTS Remix),2023.03.25,Savage Love (Laxed - Siren Beat) (BTS Remix),21,"Jawsh 685, Jason Derulo, BTS",2023.03.19,12,2023
Memories,2023.04.01,Memories,19,Maroon 5,2023.03.26,13,2023
슬기로운 의사생활 OST Part 3,2023.04.15,아로하,13,조정석,2023.04.09,15,2023
내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST,2020.11.07,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),8,규현 (KYUHYUN),2020.11.01,45,2020
NONSTOP,2023.04.08,살짝 설렜어 (Nonstop),16,오마이걸 (OH MY GIRL),2023.04.02,14,2023
NUNA,2020.10.10,눈누난나 (NUNU NANA),5,제시(Jessi),2020.10.04,41,2020
Dynamite,2020.10.31,Dynamite,1,방탄소년단,2020.10.25,44,2020
`키스 먼저 할까요?` OST Part 3,2023.03.11,"모든 날, 모든 순간 (Every day, Every Moment)",28,폴킴,2023.03.05,10,2023
홀로,2023.03.18,홀로,25,이하이,2023.03.12,11,2023
항해,2023.03.25,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",22,AKMU (악뮤),2023.03.19,12,2023
슬기로운 의사생활 OST Part 3,2023.04.01,아로하,20,조정석,2023.03.26,13,2023
Eyes wide open,2023.04.15,I CAN`T STOP ME,14,TWICE,2023.04.09,15,2023
with HER,2020.11.07,놓아줘 (with 태연),9,크러쉬 (CRUSH),2020.11.01,45,2020
멜로가 체질 OST Part 3,2023.04.08,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,17,장범준,2023.04.02,14,2023
잠이 오질 않네요,2020.10.10,잠이 오질 않네요,6,장범준,2020.10.04,41,2020
Dynamite,2020.10.03,Dynamite,1,방탄소년단,2020.09.27,40,2020
취기를 빌려 (취향저격 그녀 X 산들) OST,2020.10.31,취기를 빌려 (취향저격 그녀 X 산들),2,산들,2020.10.25,44,2020
밤하늘의 저 별처럼 (브람스를 좋아하세요? OST 스페셜 트랙),2023.03.11,밤하늘의 저 별처럼,29,"헤이즈 (Heize), 펀치 (Punch)",2023.03.05,10,2023
RANDOM BOX,2023.03.18,Summer Hate (Feat. 비),26,지코 (ZICO),2023.03.12,11,2023
Dance Monkey,2023.03.25,Dance Monkey,23,Tones And I,2023.03.19,12,2023
Memories,2023.04.01,Memories,21,Maroon 5,2023.03.26,13,2023
NONSTOP,2023.04.15,살짝 설렜어 (Nonstop),15,오마이걸 (OH MY GIRL),2023.04.09,15,2023
NONSTOP,2020.11.07,Dolphin,10,오마이걸 (OH MY GIRL),2020.11.01,45,2020
Not Shy,2023.04.08,Not Shy,18,ITZY (있지),2023.04.02,14,2023
다시 여기 바닷가,2020.10.10,다시 여기 바닷가,7,"싹쓰리 (유두래곤, 린다G, 비룡)",2020.10.04,41,2020
취기를 빌려 (취향저격 그녀 X 산들) OST,2020.10.03,취기를 빌려 (취향저격 그녀 X 산들),2,산들,2020.09.27,40,2020
When We Disco,2020.10.31,When We Disco (Duet with 선미),3,박진영,2020.10.25,44,2020
늦은 밤 너의 집 앞 골목길에서,2023.03.11,늦은 밤 너의 집 앞 골목길에서,30,노을,2023.03.05,10,2023
MAP OF THE SOUL : PERSONA,2023.03.18,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),27,방탄소년단,2023.03.12,11,2023
항해,2023.03.25,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",24,AKMU (악뮤),2023.03.19,12,2023
멜로가 체질 OST Part 3,2023.04.01,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,22,장범준,2023.03.26,13,2023
덤디덤디 (DUMDi DUMDi),2023.04.15,덤디덤디 (DUMDi DUMDi),16,(여자)아이들,2023.04.09,15,2023
How You Like That,2020.11.07,How You Like That,11,BLACKPINK,2020.11.01,45,2020
어떻게 지내,2023.04.08,어떻게 지내,19,오반 (OVAN),2023.04.02,14,2023
내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST,2020.10.10,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),8,규현 (KYUHYUN),2020.10.04,41,2020
When We Disco,2020.10.03,When We Disco (Duet with 선미),3,박진영,2020.09.27,40,2020
NUNA,2020.10.31,눈누난나 (NUNU NANA),4,제시(Jessi),2020.10.25,44,2020
`키스 먼저 할까요?` OST Part 3,2023.03.11,"모든 날, 모든 순간 (Every day, Every Moment)",31,폴킴,2023.03.05,10,2023
THE ALBUM,2023.03.18,Lovesick Girls,28,BLACKPINK,2023.03.12,11,2023
Boyhood,2023.03.25,METEOR,25,창모 (CHANGMO),2023.03.19,12,2023
Dance Monkey,2023.04.01,Dance Monkey,23,Tones And I,2023.03.26,13,2023
홀로,2023.04.15,홀로,17,이하이,2023.04.09,15,2023
슬기로운 의사생활 OST Part 3,2020.11.07,아로하,12,조정석,2020.11.01,45,2020
Ice Cream (with Selena Gomez),2023.04.08,Ice Cream (with Selena Gomez),20,BLACKPINK,2023.04.02,14,2023
에잇,2020.10.10,에잇 (Prod.&Feat. SUGA of BTS),9,아이유 (IU),2020.10.04,41,2020
NUNA,2020.10.03,눈누난나 (NUNU NANA),4,제시(Jessi),2020.09.27,40,2020
DON`T TOUCH ME,2020.10.17,DON`T TOUCH ME,1,환불원정대,2020.10.11,42,2020
When We Disco,2020.10.31,When We Disco (Duet with 선미),5,박진영,2020.10.25,44,2020
덤디덤디 (DUMDi DUMDi),2023.03.11,덤디덤디 (DUMDi DUMDi),32,(여자)아이들,2023.03.05,10,2023
`키스 먼저 할까요?` OST Part 3,2023.03.18,"모든 날, 모든 순간 (Every day, Every Moment)",29,폴킴,2023.03.12,11,2023
Dance Monkey,2023.03.25,Dance Monkey,26,Tones And I,2023.03.19,12,2023
늦은 밤 너의 집 앞 골목길에서,2023.04.01,늦은 밤 너의 집 앞 골목길에서,24,노을,2023.03.26,13,2023
Love poem,2023.04.15,Blueming,18,아이유 (IU),2023.04.09,15,2023
How You Like That,2020.11.07,How You Like That,13,BLACKPINK,2020.11.01,45,2020
어떻게 지내,2023.04.08,어떻게 지내,21,오반 (OVAN),2023.04.02,14,2023
Mara,2020.10.10,마리아 (Maria),10,화사(Hwa Sa),2020.10.04,41,2020
When We Disco,2020.10.03,When We Disco (Duet with 선미),5,박진영,2020.09.27,40,2020
Dynamite,2020.10.17,Dynamite,2,방탄소년단,2020.10.11,42,2020
Savage Love (Laxed - Siren Beat) (BTS Remix),2020.10.31,Savage Love (Laxed - Siren Beat) (BTS Remix),6,"Jawsh 685, Jason Derulo, BTS",2020.10.25,44,2020
Bad Boy,2023.03.11,Bad Boy,33,"청하, Christopher",2023.03.05,10,2023
Ice Cream (with Selena Gomez),2023.03.18,Ice Cream (with Selena Gomez),30,BLACKPINK,2023.03.12,11,2023
멜로가 체질 OST Part 3,2023.03.25,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,27,장범준,2023.03.19,12,2023
Memories,2023.04.01,Memories,25,Maroon 5,2023.03.26,13,2023
Downtown Baby,2023.04.15,Downtown Baby,19,블루 (BLOO),2023.04.09,15,2023
NCT RESONANCE Pt. 1 - The 2nd Album,2020.11.07,Make A Wish (Birthday Song),14,NCT U,2020.11.01,45,2020
NONSTOP,2023.04.08,살짝 설렜어 (Nonstop),22,오마이걸 (OH MY GIRL),2023.04.02,14,2023
에잇,2020.10.10,에잇 (Prod.&Feat. SUGA of BTS),11,아이유 (IU),2020.10.04,41,2020
Savage Love (Laxed - Siren Beat) (BTS Remix),2020.10.03,Savage Love (Laxed - Siren Beat) (BTS Remix),6,"Jawsh 685, Jason Derulo, BTS",2020.09.27,40,2020
THE ALBUM,2020.10.17,Lovesick Girls,3,BLACKPINK,2020.10.11,42,2020
NUNA,2020.10.31,눈누난나 (NUNU NANA),7,제시(Jessi),2020.10.25,44,2020
거짓말이라도 해서 널 보고싶어,2023.03.11,거짓말이라도 해서 널 보고싶어,34,백지영,2023.03.05,10,2023
Not Shy,2023.03.18,Not Shy,31,ITZY (있지),2023.03.12,11,2023
Boyhood,2023.03.25,METEOR,28,창모 (CHANGMO),2023.03.19,12,2023
Dance Monkey,2023.04.01,Dance Monkey,26,Tones And I,2023.03.26,13,2023
항해,2023.04.15,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",20,AKMU (악뮤),2023.04.09,15,2023
다시 여기 바닷가,2020.11.07,다시 여기 바닷가,15,"싹쓰리 (유두래곤, 린다G, 비룡)",2020.11.01,45,2020
MAP OF THE SOUL : PERSONA,2023.04.08,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),23,방탄소년단,2023.04.02,14,2023
NONSTOP,2020.10.10,Dolphin,12,오마이걸 (OH MY GIRL),2020.10.04,41,2020
NUNA,2020.10.03,눈누난나 (NUNU NANA),7,제시(Jessi),2020.09.27,40,2020
취기를 빌려 (취향저격 그녀 X 산들) OST,2020.10.17,취기를 빌려 (취향저격 그녀 X 산들),4,산들,2020.10.11,42,2020
오래된 노래,2020.10.31,오래된 노래,8,스탠딩 에그(Standing Egg),2020.10.25,44,2020
한 걸음 : 흔적,2023.03.11,사랑은 지날수록 더욱 선명하게 남아,35,전상근,2023.03.05,10,2023
덤디덤디 (DUMDi DUMDi),2023.03.18,덤디덤디 (DUMDi DUMDi),32,(여자)아이들,2023.03.12,11,2023
`키스 먼저 할까요?` OST Part 3,2023.03.25,"모든 날, 모든 순간 (Every day, Every Moment)",29,폴킴,2023.03.19,12,2023
멜로가 체질 OST Part 3,2023.04.01,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,27,장범준,2023.03.26,13,2023
어떻게 지내,2023.04.15,어떻게 지내,21,오반 (OVAN),2023.04.09,15,2023
슬기로운 의사생활 OST Part 3,2020.11.07,아로하,16,조정석,2020.11.01,45,2020
늦은 밤 너의 집 앞 골목길에서,2023.04.08,늦은 밤 너의 집 앞 골목길에서,24,노을,2023.04.02,14,2023
How You Like That,2020.10.10,How You Like That,13,BLACKPINK,2020.10.04,41,2020
오래된 노래,2020.10.03,오래된 노래,8,스탠딩 에그(Standing Egg),2020.09.27,40,2020
When We Disco,2020.10.17,When We Disco (Duet with 선미),5,박진영,2020.10.11,42,2020
내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST,2020.10.31,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),9,규현 (KYUHYUN),2020.10.25,44,2020
Speak Your Mind (Deluxe),2023.03.11,2002,36,Anne-Marie,2023.03.05,10,2023
Bad Boy,2023.03.18,Bad Boy,33,"청하, Christopher",2023.03.12,11,2023
Ice Cream (with Selena Gomez),2023.03.25,Ice Cream (with Selena Gomez),30,BLACKPINK,2023.03.19,12,2023
Boyhood,2023.04.01,METEOR,28,창모 (CHANGMO),2023.03.26,13,2023
NONSTOP,2023.04.15,살짝 설렜어 (Nonstop),22,오마이걸 (OH MY GIRL),2023.04.09,15,2023
홀로,2020.11.07,홀로,17,이하이,2020.11.01,45,2020
Memories,2023.04.08,Memories,25,Maroon 5,2023.04.02,14,2023
NCT RESONANCE Pt. 1 - The 2nd Album,2020.10.10,Make A Wish (Birthday Song),14,NCT U,2020.10.04,41,2020
내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST,2020.10.03,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),9,규현 (KYUHYUN),2020.09.27,40,2020
Savage Love (Laxed - Siren Beat) (BTS Remix),2020.10.17,Savage Love (Laxed - Siren Beat) (BTS Remix),6,"Jawsh 685, Jason Derulo, BTS",2020.10.11,42,2020
Mara,2020.10.31,마리아 (Maria),10,화사(Hwa Sa),2020.10.25,44,2020
슬기로운 의사생활 OST Part 11,2023.03.11,사랑하게 될 줄 알았어,37,전미도,2023.03.05,10,2023
거짓말이라도 해서 널 보고싶어,2023.03.18,거짓말이라도 해서 널 보고싶어,34,백지영,2023.03.12,11,2023
Not Shy,2023.03.25,Not Shy,31,ITZY (있지),2023.03.19,12,2023
`키스 먼저 할까요?` OST Part 3,2023.04.01,"모든 날, 모든 순간 (Every day, Every Moment)",29,폴킴,2023.03.26,13,2023
MAP OF THE SOUL : PERSONA,2023.04.15,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),23,방탄소년단,2023.04.09,15,2023
Love poem,2020.11.07,Blueming,18,아이유 (IU),2020.11.01,45,2020
Dance Monkey,2023.04.08,Dance Monkey,26,Tones And I,2023.04.02,14,2023
다시 여기 바닷가,2020.10.10,다시 여기 바닷가,15,"싹쓰리 (유두래곤, 린다G, 비룡)",2020.10.04,41,2020
Mara,2020.10.03,마리아 (Maria),10,화사(Hwa Sa),2020.09.27,40,2020
NUNA,2020.10.17,눈누난나 (NUNU NANA),7,제시(Jessi),2020.10.11,42,2020
에잇,2020.10.31,에잇 (Prod.&Feat. SUGA of BTS),11,아이유 (IU),2020.10.25,44,2020
Don`t Start Now,2023.03.11,Don`t Start Now,38,Dua Lipa,2023.03.05,10,2023
한 걸음 : 흔적,2023.03.18,사랑은 지날수록 더욱 선명하게 남아,35,전상근,2023.03.12,11,2023
덤디덤디 (DUMDi DUMDi),2023.03.25,덤디덤디 (DUMDi DUMDi),32,(여자)아이들,2023.03.19,12,2023
